"Art_ID","Par_ID","Paragraph"
33,493,"Several former and current Walmart said the Great Workplace program included significant cuts to workers' hours, pay cuts, increased workloads, and Walmart's new teaming program is expected to bring about similar changes."
33,494,"""They combined three departments into one and then expected all the associates from those areas to fight for hours,"" said Kimberly Patrick Gray, a Walmart associate for four years in Tupelo, Mississippi, who quit on 28 February 2020 after her schedule was reduced from around 35 hours a week on average to less than 20 hours this year. ""The program just hurts the associates. It cut hours horrendously. It made it very difficult to pay bills."""
33,495,"A department manager in Arizona, who requested to remain anonymous for fear of retaliation, expects to have their pay cut due to Walmart's new restructuring by at least $2.05 an hour if they aren't chosen for a team lead role, despite working over 20 years at Walmart."
33,496,"""Those that are not offered a lead position or turn down a team lead over will have till 29 January to find another position,"" they said. ""Only those department managers that get team lead positions will receive a pay raise. The rest of us will be cut in pay. If I'm lucky I will only lose $2.05 an hour. It is possible that I could lose much more."""
33,497,"Walmart said in its press release that associates in eliminated roles will maintain their current pay until October 2021, but it would not comment on what impact the changes will have on scheduled hours or workloads."
33,498,"In Oklahoma, a customer service manager for three years at Walmart, said they will now be forced to reapply for a different position if they aren't chosen for a team lead role. ""My coworkers and I feel like we are being put against each other with this whole process because we feel like we are having to fight for these positions,"" they said."
33,499,"A cashier in California explained they've recently been given extra workloads, including being given tasks of restocking and front end inventory, which used to be handled by a manager."
33,500,"""It's more work for the same, or less money, unless you are one of the ones who roll into the new positions,"" they said. ""We are on a skeleton crew and there is zero time when there aren't sales to ring."""
33,501,"Eric Anderson worked part-time in grocery produce at a Walmart supercenter in Mulberry, Florida, which rolled out the new program early last year, before he quit in October 2019 due to changes caused by the program."
33,502,"""The first inklings of trouble came when my produce manager, who had 20 years with Walmart, said he was going to have to re-apply for his job. Same with several more longtime employees,"" Anderson said."
33,503,"When I saw how this company treated loyal long time employees, I decided I was done"
33,504," Eric Anderson "
33,505,"Leading up to the layoffs through Walmart's Great Workplace program, Anderson said store departments were consolidated, while workloads increased and no new hires were made to replace workers who left."
33,506,"""They all jumped through the hoops to reapply and none of them got to keep their jobs. Most were eligible for a severance for their years of service. At that point Walmart would not tell them when their last day would be, so they couldn't apply for other jobs because they didn't know when they could start,"" he said. ""When I saw how this company treated loyal long time employees, I decided I was done."""
33,507,"Walmart is the largest private employer in the US. The company touted an increase of its minimum wage to $11 an hour and up to $1,000 in bonuses for its workers, totaling around $400m, in response to the passage of Donald Trump's tax cut bill in December 2017."
33,508,"Walmart is estimated to save around $2.2bn annually from the tax cut bill. Before the bill was passed, Walmart announced plans to spend $20bn over the next two years on stock buybacks. Ken Jacobs, the chair of the University of California at Berkeley Labor Center has estimated it would cost Walmart $3.8bn to increase their minimum wage to $15 an hour, the level being lobbied for by the Fight for $15 movement, Senator Bernie Sanders and others."
33,509,"Shortly after Walmart announced the wage increases and bonuses, labor cuts began. In January 2018, Walmart announced the closure of 63 Sam's Club locations in the US, resulting in around 10,000 layoffs. In early 2019, Walmart announced it would be eliminating greeter positions at about 1,000 of its retail locations. Later that year, Walmart shut down a corporate office in Charlotte, North Carolina, laying off 570 workers as the work was outsourced to a firm in Arkansas. The company's recent Great Workplace program was expected to result in thousands of layoffs over the course of its rollout, and workers are concerned teaming will produce similar results, whether in terms of layoffs or workers leaving the company due to changes."
33,510,"Gary Stevens worked as a maintenance supervisor at a Walmart in Ticonderoga, New York, for eight years before he quit on 23 February 2020 after the Great Workplace program rollout reduced his staff by nearly 50%."
33,511,"""Work loads increased and the management was pushing us to get more done than if I had a full staff. Not one of them knew how to do my job in stripping and waxing floors, but they would tell me how long it should take and yell at me and my crew if we ran behind the time they gave us,"" Stevens said."
33,512,"A Walmart spokesperson declined to comment on complaints from workers about the program but told the Guardian: ""Walmart is retooling how associates meet the needs of customers by building a more associate-empowered way of working. There will be greater opportunity for associates to lead and take more ownership in the business."""
33,513,"The spokesperson deferred comment about the new team program to a press release on the new team-based operating model."
33,514,"""We're taking the next steps by introducing a team-based operating model in our Supercenters - similar to the one that has been very successful at Sam's Club over the past year and in our Neighborhood Market stores this year. We're investing in new roles and skills training to give us the flexibility to serve customers anytime and anywhere. In turn, associates will have more room for career and pay growth,"" said Walmart's COO, Dacona Smith."
34,515,"Away from the political drama of the TikTok deal, Walmart has been taking steps that are already changing the company and, by extension, the broader retail sector."
34,516,"Walmart's planned investment in TikTok is being called ''transformative.'' Another analyst predicted the deal could ''redefine retail'' across the industry. ''It is a bigger-picture opportunity,'' said Oliver Chen, a retail analyst at Cowen. "
34,517," Known for its homogeneous big-box stores in rural and suburban America, Walmart has turned more than a few heads with its newly announced multibillion-dollar stake in a video app that is synonymous with the fun digital lives of young people."
34,518," As in the early days of many tech investments by large corporations, the details of how Walmart will use TikTok are fuzzy. But one thing is clear: Walmart now has something that its rival Amazon does not. It can engage with consumers not just when they are buying something on the retailer's website, but while they are creating and consuming viral videos."
34,519," The retailer could, for example, embed advertisements in the user-generated videos with links to the Walmart website or siphon data from the site's tens of millions of users to glean their shopping habits based on the content they posted."
34,520," The intrigue surrounding the plan by Walmart and its co-investor in TikTok, Oracle, has been heightened by the geopolitics of the deal, which President Trump threatened to block if China retains any ownership in the company."
34,521," But away from the world stage, Walmart has been making a series of moves that are already transforming the company and, by extension, the broader U.S. retail sector."
34,522," Most have involved groceries, a mundane business that seems a far cry from TikTok videos. But it has helped Walmart gain one advantage over Amazon, particularly during the pandemic. Online grocery pickup, which allows customers to order their food online and retrieve it outside the store, is at the center of this strategy."
34,523," This month, Walmart announced a new subscription delivery service, Walmart+, which some have billed as the company's answer to Amazon Prime. For $98 a year and minimum orders of $35, customers can have unlimited deliveries to their homes."
34,524," On Tuesday, UBS analysts predicted that Walmart+ would have 10 million subscribers by the end of 2021. Amazon Prime, which costs $119 a year, has about 150 million subscribers."
34,525," Walmart's service is centered on using most of its 4,700 stores as miniature e-commerce warehouses. Because the stores are close to customers' homes, that shorter delivery time should reduce costs for Walmart and keep food fresher."
34,526," Amazon has been offering similar services from its Whole Foods stores, but does not have nearly the same footprint as Walmart."
34,527," ''You see Amazon following behind Walmart on this,'' said Edward Yruma, a retail analyst at KeyBanc Capital Markets."
34,528," Driven by online grocery sales, Walmart's overall e-commerce sales nearly doubled in the latest quarter. It may be difficult to keep growing at that rate, though, as other large grocers like Albertsons and Kroger start to ramp up their online ordering and curbside grocery pickup."
34,529," Success in online grocery has led to more hiring, which is significant for Walmart, the nation's largest private employer. The company's head count had been relatively steady for several years. But the pandemic has required more help, as shoppers have come to stock up amid the lockdowns."
34,530," Walmart has increased its work force by 14 percent since last year, according to Drew Holler, head of human resources at Walmart's U.S. stores."
34,531," Last week, the company announced that it was overhauling management roles in its supercenters, a move that has big implications for how many of its 1.5 million employees are paid and promoted."
34,532," Some jobs overseeing traditional in-store departments are being phased out, while other store employees in departments like bakery and automotive care are receiving raises."
34,533," ''We are repositioning our stores for what we think the future of retail is going to look like,'' Mr. Holler said in an interview."
34,534," To that end, some analysts say, Walmart should be investing in the stores and e-commerce infrastructure rather than spending billions on investments like TikTok."
34,535," Scott Mushkin, founder of the consumer research firm R5 Capital and a longtime Wall Street analyst, said Walmart should be focusing more on automating its online grocery process to reduce costs or even bolstering its fresh food offerings."
34,536," Even with the subscription fees for Walmart+, Mr. Mushkin and other analysts calculate that the retailer will lose money on each home delivery."
34,537," ''Maybe TikTok is a magic wand,'' Mr. Mushkin said. ''But why blow money on a deal like that when they could be investing in automation in the grocery-picking process?''"
34,538," Other analysts say the Walmart+ offering, after much fanfare and anticipation, will never be able to compete with Prime, which has no minimum order and includes streaming entertainment."
34,539," The major Walmart+ perk is a 5-cent-a-gallon discount at affiliated gas stations."
34,540," ''It is not as powerful as what we imagined,'' analysts at Morgan Stanley wrote in a research note this week. In June, before the details of the services were announced, the investment bank had predicted that as many as 20 million people could sign up within a few months and that Walmart's stock would soar in value."
34,541," In a statement this weekend, Walmart said TikTok would be ''an important way for us to expand our reach and serve omnichannel customers as well as grow our third-party marketplace, fulfillment and advertising businesses.''"
34,542," The proposed investment in TikTok sounds rather vague, but many analysts said they were willing to give Walmart time to work out the details."
34,543," ''The future of retail is community engagement where users are creating content,'' said Mr. Chen, the Cowen analyst. ''Walmart is taking a very proactive stance.''"
34,544,"https://www.nytimes.com/2020/09/23/business/walmart-tiktok-groceries.html"
34,545,"Graphic"
34,546," "
34,547,"PHOTOS: Vice President Mike Pence toured a Walmart warehouse in Virginia in April. (PHOTOGRAPH BY ANNA MONEYMAKER/THE NEW YORK TIMES) (B1)"
34,548," Shopping at a Walmart in North Brunswick, N.J. The coronavirus pandemic has led to more hiring, as shoppers have come to stock up amid lockdowns. (PHOTOGRAPH BY EDUARDO MUNOZ/REUTERS) (B4) "
35,549," Walmart in Mexico and Central America invested 140 million pesos in a new omnichannel Distribution Center (Cedi) in Merida, Yucatan. So far in 2020, the company has inaugurated three new distribution centers in the country, which have represented an investment of more than 2 thousand 640 million pesos, which are located in the State of Mexico, Chihuahua and Merida. Walmart in Mexico and Central America currently has a total of 19 distribution centers in Mexico. The Distribution Center of Merida, Yucatan, has approximately 200 thousand square meters and distributes merchandise directly to more than 90 stores of different business formats of the company: Bodega Aurrera, Walmart, Superama and Sam's Club, as well as for e-commerce orders in the states of Yucatan, Campeche and Quintana Roo. With the complex, 725 direct jobs and more than 450 indirect jobs were created. In a statement sent to the Stock Exchange, Walmart of Mexico and Central America maintained that it maintains its planned investment plans in the country. ""This Cedi, in conjunction with the others opened this year, are part of the company's goal of bringing products closer to the 2,000 stores it has in the country,"" he said. Monex financial group analysts considered the news to be positive for the broadcaster, as business management could generate favorable synergies for Walmart formats. "
36,550,"Walmart of Mexico and Central America on Thursday made the official opening of its omnichannel distribution center (cedis) in Merida, Yucatan, which had started operations in March of this year, and with which it adds 19 cedis throughout the country."
36,551,"The ship has approximately 200,000 square meters and distributes merchandise directly to more than 90 stores of different business formats of the company: Bodega Aurrera, Walmart, Superama and Sam's Club, as well as for e-commerce orders in the states of Yucatan, Campeche and Quintana Roo."
36,552,"More than 1.140 million pesos were earmarked for this Cedis, generating more than 725 direct jobs and more than 1,450 indirect jobs."
36,553,"""With investments like Walmart's doing, it's how we promote and transform the local economy, generating jobs and driving Yucatan's economic dynamics, turning it into a logistical hub,"" said Mauricio Vila Dosal, governor of Yucatan."
36,554,"During 2020, the company has inaugurated 3 cedis in the country equivalent to an investment of more than 2,640 million pesos, located in the State of Mexico, Chihuahua and Merida."
37,555,"KEN MORIYASU and YIFAN YU, Nikkei staff writers "
37,556,"NEW YORK/PALO ALTO, U.S.-- President Donald Trump has given the go-ahead to a deal for Oracle and Walmart to maintain TikTok's operations in the U.S., with the two American companies set to own 20% of a new entity created in agreement with TikTok's Chinese owner ByteDance. "
37,557,"""I have given the deal my blessing, if they get it done that's great, if they don't that's fine too,"" Trump told reporters on Saturday, hours before a ban on U.S. downloads of the popular video-sharing app was due to take effect. "
37,558,"Oracle, the Silicon Valley enterprise software giant, will become TikTok's technology partner and responsible for ""hosting all U.S. user data and securing associated computer systems to ensure U.S. national security requirements are fully satisfied"", TikTok said in a statement on Saturday shortly after President Trump spoke. "
37,559,"The widely popular short video app said it is also working on a commercial partnership with Walmart. Under the three-way partnership, an entity called TikTok Global will be created and will ""maintain and expand"" TikTok's current headquarters in the U.S., the company said in a statement. "
37,560,"In a joint statement by Oracle and Walmart, the companies said TikTok Global will have an initial public offering within 12 months and be listed on a U.S. exchange. Four Americans will be on a five-member TikTok Global board, they said. "
37,561,"Oracle and Walmart will take part in a TikTok Global financing round ahead of an IPO in which they can take up to a 20% cumulative stake in the company, both companies confirmed. "
37,562,"Oracle said it will take a 12.5% stake in TikTok Global. "
37,563,"""As a part of this agreement, TikTok will run on the Oracle Cloud and Oracle will become a minority investor in TikTok Global,"" said Oracle CEO Safra Catz in a statement. "
37,564,"Walmart said in its own statement that it had ""tentatively agreed to purchase 7.5% of TikTok Global"" and provide ecommerce and other services. CEO Doug McMillon would be a board member of the newly created company, Walmart said. "
37,565,"President Trump and his administration had targeted TikTok, along with the Chinese-owned WeChat app, over national security concerns. "
37,566,"On Saturday Trump said the new entity will ""be a brand new company... It will have nothing to do with China. It will be totally secure."" "
37,567,"Trump said that as part of the deal TikTok Global would contribute $5 billion to U.S. education. ""We're going to be setting up a very large fund toward the education of American youth. And that'll be great. That's their contribution that I've been asking for,"" the President told reporters on Saturday. "
37,568,"Oracle and Walmart confirmed in the joint statement that ""TikTok Global, together with Oracle, SIG, General Atlantic, Sequoia, Walmart and Coatue will create a multi-billion dollar education foundation to develop and deliver an AI-driven online video curriculum to teach children from inner cities to the suburbs a variety of courses from basic reading and math to science, history and computer engineering."" "
37,569,"However, TikTok's Chinese parent ByteDance said in a statement that they had only heard about the education fund today. "
37,570,"""We will reach an agreement that satisfies both the U.S. and China's regulatory requirements soon,"" ByteDance said. "
37,571,"While other financial details of the deal remain unclear, the social media app said TikTok Global would create at least 25,000 jobs in the U.S. The joint statement by Walmart and Oracle said TikTok Global would pay more than $5 billion in new taxes to the U.S. Treasury. "
37,572,"The Chinese government has not signed off on the deal. Beijing previously announced the addition of several artificial intelligence technologies, including ""personalized content recommendations based on data analysis,"" to its list of restricted exports, which created a major roadblock for ByteDance to sell TikTok's U.S. operations. "
37,573,"TikTok is facing a U.S. ban if a deal is not reached. The widely popular short video app was due to be removed from U.S. app stores from Sunday. That has now been postponed for a week until Sep. 27 as a deal draws closer. "
37,574,"The China-owned app will face a ""real shutdown"" after Nov. 12 in the absence of a deal, according to the U.S. Secretary of Commerce Wilbur Ross. "
37,575,"In a statement released on Saturday, China's Ministry of Commerce said it ""firmly opposes"" the U.S. decision to ban WeChat and TikTok. It added that it will ""take necessary measures"" to safeguard the interests of Chinese companies if the U.S. does not stop its ""wrongdoing."""
38,576,"Walmart is getting ready for a different holiday season amid the coronavirus pandemic."
38,577,"The retailer announced plans Wednesday to meet the demands of increased online shopping, gift availability and how it is preparing stores for ""safe shopping."""
38,578,"Walmart is ""promising an all-new Black Friday experience"" and says it ""will spread traditional Black Friday savings throughout the season,"" with more deals available online."
38,579,"While Walmart says the savings will start earlier than ever, the full details on its Black Friday experience weren't unveiled Wednesday."
38,580,"However, the retailer said it was hiring 20,000 seasonal workers for its eCommerce fulfillment centers, including order fillers and power equipment operators."
38,581,"The temporary positions are posted at www.walmartcareers.com/fcjobs and can also be applied for by texting FC to 240240."
38,582,"Greg Smith, Walmart's U.S. executive vice president of supply chain, said in a news release that as more shoppers ""turn to online shopping, we want to ensure we're staffed and ready to help deliver that special gift to their loved ones while continuing to fulfill our customer's everyday needs."""
38,583,"The starting hourly rate for the seasonal jobs will range from $15.75 to $23.75 based on location, position and schedule."
38,584,"Over the past six months, Walmart says it has hired more than 500,000 new employees across the company ""to ensure the retailer could provide essential items to customers during the COVID-19 pandemic."""
38,585,"Different holiday season, different gifts"
38,586,"Walmart hinted at the different holiday season in July, when it announced stores would be closed on Thanksgiving for the first time since the late 1980s."
38,587,"Home Depot, Target and Best Buy have said they will start offering deals for the holiday season earlier to reduce crowds and to spread out demand amid COVID-19."
38,588,"Scott McCall, Walmart's U.S. executive vice president and chief merchandising officer, said in the release that customers have been shopping differently over the past six months."
38,589,"That is expected to continue into the holiday season."
38,590,"""We've heard from our customers that many plan on starting their holiday shopping well before Black Friday, and that they're looking for gifts that fit their current lifestyle,"" McCall said. ""So, we've adjusted our strategy to adapt to these new shopping preferences - we're offering more of what they want now, earlier than ever, and all at the best prices."""
38,591,"The retailer is ""increasing availability of unexpected holiday gifts that reflect lifestyles in this 'new normal,' including athleisure, loungewear and sleepwear for the family, outdoor grills, bicycles and exercise equipment and outdoor sporting equipment."""
38,592,"Walmart says it has also increased inventory of traditional gifts, including electronics with a ""focus on TVs, laptops and video games"" and will have over 1,300 new toys ."
38,593,"There also will be a larger assortment of supply of pet products and Walmart says it's ""ready to sell over 3 million comfy pet beds."" "
39,594,"If there's one thing TikTok users love, it's Walmart. The American retail giant has ridden in to become the app's unlikely saviour, and together with software giant Oracle, it is attempting to avert an impending ban of the app in the US."
39,595,"A deal with TikTok's Chinese owner Bytedance is currently being discussed, and would see the US firms take a stake in a new TikTok Global business. This would, in theory, ring fence the app's international operations and data and allay fears over Beijing's influence."
39,596,"But that isn't the reason Walmart has such a following on the viral video app, which has more than two billion downloads globally. In fact, searching Walmart-related hashtags turns up almost no commentary on the deal."
39,597,"Instead, you'll find a thriving community of Walmart bargain hunters and clearance sale detectives, racking up millions of views from young Americans seeking the cheapest possible way to stock up their lives and look sharp."
39,598,"If their videos were paid for by Walmart, they carry no sign of it, and the chain's official TikTok page is comparatively unpopular with just 1.9m total likes."
39,599,"All of which suggests that there is serious demand for commercial activity on TikTok - and that Walmart's involvement in a tie-up with its Chinese owners is not so strange as it seems."
39,600,"""For Generation Z, what is a store?"" asks Alex Zukin, an analyst at RBC Capital. ""Is that just a warehouse where all the stuff I want is stored? Why do I have to go there? The digital world is the nexus of their relationships, whether it be on YouTube, TikTok, WeChat or WhatsApp... it's not at a mall, it's not in the physical world. So why would commerce be anchored to the physical realm?"" What Zukin is describing is a long-prophesied form of e-commerce that has never quite got off the ground in the West, but whose blowout success in China in recent years has many marketers salivating: ""social commerce""."
39,601,"Currently, social media users endure a hailstorm of adverts trying to coax them away to separate shopping websites. Many of those adverts are ""retargeting"" campaigns, aimed at bringing back users who started to buy a certain product but gave up or forgot halfway through."
39,602,"Letting users buy products directly within their favoured apps closes that gap between intention and action, grabbing consumers right at the moment when their interest has been piqued (and perhaps before they have had time to really think the purchase through). Generation Z-friendly apps such as Instagram and Snapchat are clearly intrigued - and have already started to make forays into the space."
39,603,"Instagram first launched features to allow users to ""shop"" posts back in 2017, with companies and influencers able to tag items in their pictures with prices and names so users could then search for them."
39,604,"Last year, the Facebook-owned app went one step further and introduced an in-app checkout feature for brands such as Nike, Dior and H&M, to let people buy items directly over Instagram. Similar tentative steps have been taken at Snapchat, where followers of certain influencers and brands are able to swipe up on posts to buy items. Zukin says a tie-up between Walmart and TikTok could propel the grocery giant forward in its own ambitions: ""The ability to have the least amount of friction between seeing something you want and buying it - if it can be directly integrated into TikTok, similarly to how it's integrated into Instagram - that's powerful. It's something that I don't believe Amazon currently has."""
39,605,"Indeed, social media - and, perhaps, Generation Z itself - is a rare hole in Amazon's empire. Its most viable platform for social commerce would be Twitch, the video-game-centric live streaming channel that it bought in 2014 for $970m (£760m). But even among ""Zoomers"", not everyone is a gamer, so its reach may be limited."
39,606,"That is where Walmart comes in."
39,607,"The company is a land-hogging behemoth, with more than 11,000 locations in 27 countries (including Britain's Asda, which it is in the process of selling), more revenue than any oil company and a workforce that rivals the Chinese People's Liberation Army. Today, however, it is also locked in a race with rival Amazon online, and so far it's losing. For one thing, Amazon's online inventory is significantly larger, at an estimated 129 million products, whereas www.Walmart.com is reported to sell around 80 million items. The tech titan also has a wealth of ""third-party sellers"" who use the site to find buyers, and provide Amazon with a steady stream of income."
39,608,"All this has meant that Amazon's market share in e-commerce dwarfs its rivals. Last year, Amazon accounted for around 40pc of total e-commerce sales. Walmart had the second largest market share in the US ecommerce market, although only held a 5.3pc share, according to figures from eMarketer."
39,609,"The grocery giant will be hoping that social commerce on TikTok offers it a rare opportunity to lead, not follow. In announcing its interest in TikTok, Walmart said the app's integration of e-commerce and advertising ""is a clear benefit to creators and users in those markets""."
39,610,"A deal would ""provide Walmart with an important way for us to reach and serve omnichannel customers as well as grow our third-party marketplace and advertising businesses""."
39,611,"Walmart is likely to look to China for how such a partnership could work. There, Douyin, TikTok's sister viral video app, has been testing ecommerce features since 2018, and Chinese favourites such as Xiaomi and www.Suning.com use the app to sell to customers."
39,612,"The pay-off can be significant."
39,613,"Last month, during a two-hour live-stream of Xiaomi boss Lei Jun on Douyin, the company generated 210m RMB (£24.3m) of sales, attracting more than 50 million views - a record for the app."
39,614,"""It is quite normal in China to have a live-stream where they sell millions of products in just a few minutes,"" says Alessandro Bogliari, chief executive of the Influencer Marketing Factory. ""People in the US and Europe are not so used to it. But this is the future, and where everyone is going. So I think it's time to integrate social commerce."""
39,615,"Still, even if Walmart does not use TikTok to propel its e-commerce efforts, the app may not actually need to do anything special to count as a win. Instead, it only needs to make the kind of healthy profit typical of big tech firms, supplementing the cellophane-thin margins of traditional retail (prior to Covid, Walmart's margin was about 3pc)."
39,616,"Compare TikTok, says Zukin, to the role of Amazon's cloud services division, AWS, whose soaring profits since 2015 have transformed its overall finances. ""That's the business where Amazon gets all their margin and weaponry to compete more aggressively with Walmart,"" he says. Having a similar sideline would give Walmart more firepower to fight back."
39,617,"Zukin derisively observes that this would still only make it ""a poor man's Amazon"". Then again, given that Amazon boss Jeff Bezos is currently as wealthy as about 506,000 median British households, perhaps being the poor man's Amazon - perhaps literally - is not such a modest ambition."
39,618,"'It is normal in China to have a livestream where they sell millions of products in just a few minutes'"
40,619,"Nevada and New York consumers will be the first to try an experimental delivery approach that brings COVID-19 diagnostic tests available online to their homes by drone, eliminating potentially dangerous contact between patients and health care providers."
40,620,"Quest Diagnostics Incorporated teamed with Walmart to fly the lab's COVID-19 at-home self-collection kits from the discount retailer's supercenter locations in North Las Vegas and Cheektowaga, NY, to single-family homes within a mile. There is no delivery charge."
40,621,"People who receive the drone-delivered tests collect samples themselves using nasal swabs - the same swabs used in the QuestDirect COVID-19 Active Infection Test. The sample is shipped by consumers to a Quest lab for processing, with results coming later via the firm's online portal or app."
40,622,"A DRONE demonstrates DELIVEry of quest''s COVID-19 TESTat A NORTH LAS VEGAS WALMART SUPERCENTER.Source: Quest Diagnostics"
40,623,"Customers can request drone-delivery appointments at GetDroneTest.com. The site requires information on questions about customers' potential symptoms and health conditions as well as gender, race and ethnicity. Quests says users must meet testing guidelines from the US Centers for Disease Control and Prevention - as well as state and local government guidelines - and be 18 or older."
40,624,"The goal of the pilot program is to determine the types of roles drones can have not only in response to pandemics, but in health care delivery and retail, too."
40,625,"Dan Haemmerle, Quest's general manager of extended care, said the pilot will ""examine how drones could deliver health care to patients who are unable to leave their home or live in remote locations. We will take the learnings from this pilot and enhance the ways we deliver health care services."""
40,626,"An FDA representative on 25 September said the agency has not authorized any COVID-19 test to be completely used and processed at home. It has authorized a COVID-19 test for home collection of samples, but those samples are to be sent to a laboratory for processing and test reporting."
40,627,"COVID-19 diagnostics intended for home use and those that allow for processing large sample batches are being prioritized by the FDA as the Office of In Vitro Diagnostics and Radiological Health in the Center for Devices and Radiological Health to dramatically increased hiring reviewers in the virology department seeing about 60 times more emergency use authorization submissions than the norm during the COVID-19 pandemic. (""FDA Prioritizes EmergencyUse Reviews For Coronavirus AtHome Tests Doubles Review Staff"" ""HBW Insight"") "
40,628," A different version of this article previously was published in Informa Pharma's Medtech Insight newsletter. "
40,629," "
41,630,"Away from the political drama of the TikTok deal, Walmart has been taking steps that are already changing the company and, by extension, the broader retail sector."
41,631,"Walmart’s planned investment in TikTok is being called “transformative.” Another analyst predicted the deal could “redefine retail” across the industry. “It is a bigger-picture opportunity,” said Oliver Chen, a retail analyst at Cowen."
41,632,"Known for its homogeneous big-box stores in rural and suburban America, Walmart has turned more than a few heads with its newly announced multibillion-dollar stake in a video app that is synonymous with the fun digital lives of young people."
41,633,"As in the early days of many tech investments by large corporations, the details of how Walmart will use TikTok are fuzzy. But one thing is clear: Walmart now has something that its rival Amazon does not. It can engage with consumers not just when they are buying something on the retailer’s website, but while they are creating and consuming viral videos."
41,634,"The retailer could, for example, embed advertisements in the user-generated videos with links to the Walmart website or siphon data from the site’s tens of millions of users to glean their shopping habits based on the content they posted."
41,635,"The intrigue surrounding the plan by Walmart and its co-investor in TikTok, Oracle, has been heightened by the geopolitics of the deal, which President Trump threatened to block if China retains any ownership in the company."
41,636,"But away from the world stage, Walmart has been making a series of moves that are already transforming the company and, by extension, the broader U.S. retail sector."
41,637,"Most have involved groceries, a mundane business that seems a far cry from TikTok videos. But it has helped Walmart gain one advantage over Amazon, particularly during the pandemic. Online grocery pickup, which allows customers to order their food online and retrieve it outside the store, is at the center of this strategy."
41,638,"This month, Walmart announced a new subscription delivery service, Walmart+, which some have billed as the company’s answer to Amazon Prime. For $98 a year and minimum orders of $35, customers can have unlimited deliveries to their homes."
41,639,"On Tuesday, UBS analysts predicted that Walmart+ would have 10 million subscribers by the end of 2021. Amazon Prime, which costs $119 a year, has about 150 million subscribers."
41,640,"Walmart’s service is centered on using most of its 4,700 stores as miniature e-commerce warehouses. Because the stores are close to customers’ homes, that shorter delivery time should reduce costs for Walmart and keep food fresher."
41,641,"Amazon has been offering similar services from its Whole Foods stores, but does not have nearly the same footprint as Walmart."
41,642,"“You see Amazon following behind Walmart on this,” said Edward Yruma, a retail analyst at KeyBanc Capital Markets."
41,643,"Driven by online grocery sales, Walmart’s overall e-commerce sales nearly doubled in the latest quarter. It may be difficult to keep growing at that rate, though, as other large grocers like Albertsons and Kroger start to ramp up their online ordering and curbside grocery pickup."
41,644,"Success in online grocery has led to more hiring, which is significant for Walmart, the nation’s largest private employer. The company’s head count had been relatively steady for several years. But the pandemic has required more help, as shoppers have come to stock up amid the lockdowns."
41,645,"Walmart has increased its work force by 14 percent since last year, according to Drew Holler, head of human resources at Walmart’s U.S. stores."
41,646,"Last week, the company announced that it was overhauling management roles in its supercenters, a move that has big implications for how many of its 1.5 million employees are paid and promoted."
41,647,"Some jobs overseeing traditional in-store departments are being phased out, while other store employees in departments like bakery and automotive care are receiving raises."
41,648,"“We are repositioning our stores for what we think the future of retail is going to look like,” Mr. Holler said in an interview."
41,649,"To that end, some analysts say, Walmart should be investing in the stores and e-commerce infrastructure rather than spending billions on investments like TikTok."
41,650,"Scott Mushkin, founder of the consumer research firm R5 Capital and a longtime Wall Street analyst, said Walmart should be focusing more on automating its online grocery process to reduce costs or even bolstering its fresh food offerings."
41,651,"Even with the subscription fees for Walmart+, Mr. Mushkin and other analysts calculate that the retailer will lose money on each home delivery."
41,652,"“Maybe TikTok is a magic wand,” Mr. Mushkin said. “But why blow money on a deal like that when they could be investing in automation in the grocery-picking process?”"
41,653,"Other analysts say the Walmart+ offering, after much fanfare and anticipation, will never be able to compete with Prime, which has no minimum order and includes streaming entertainment."
41,654,"The major Walmart+ perk is a 5-cent-a-gallon discount at affiliated gas stations."
41,655,"“It is not as powerful as what we imagined,” analysts at Morgan Stanley wrote in a research note this week. In June, before the details of the services were announced, the investment bank had predicted that as many as 20 million people could sign up within a few months and that Walmart’s stock would soar in value."
41,656,"In a statement this weekend, Walmart said TikTok would be “an important way for us to expand our reach and serve omnichannel customers as well as grow our third-party marketplace, fulfillment and advertising businesses.”"
41,657,"The proposed investment in TikTok sounds rather vague, but many analysts said they were willing to give Walmart time to work out the details."
41,658,"“The future of retail is community engagement where users are creating content,” said Mr. Chen, the Cowen analyst. “Walmart is taking a very proactive stance.”"
41,659,"PHOTOS: Vice President Mike Pence toured a Walmart warehouse in Virginia in April. (PHOTOGRAPH BY ANNA MONEYMAKER/THE NEW YORK TIMES) (B1); Shopping at a Walmart in North Brunswick, N.J. The coronavirus pandemic has led to more hiring, as shoppers have come to stock up amid lockdowns. (PHOTOGRAPH BY EDUARDO MUNOZ/REUTERS) (B4)"
42,660,"Great rivalries can bring out the best of both parties and this appears to be the case for Walmart and Amazon as they battle for their share of shoppers' wallets (James Dean writes). It is no surprise that both companies have fared well during the pandemic, but it is notable that Walmart's online grocery business seems to have more than just kept pace with Amazon's."
42,661,"Walmart books more than half a trillion dollars a year in sales, making it the world's largest retailer by that mark. The $390 billion company is founded on bricks and mortar, unlike Amazon, the $1.6 trillion ecommerce group. As Walmart grows its presence online, Amazon enlarges its enviable distribution network in the real world."
